delivery_id,order_id,dispatch_date,promised_date,delivered_date,carrier,service_level,delivery_status,delay_days,on_time_in_full,fulfilment_hours,delivery_cost,delay_reason,promised_days,tracking_event_count,delivery_window,shipping_distance_km,signature_required,estimated_carbon_kg,delivery_note_clean
HDEL003519,HORD003519,2018-08-17,2018-08-22,2018-08-20,DHL,Standard,Delivered,0,True,67,11.55,none,5,3,Anytime,6.6725,True,0.507,delivered within promise
HDEL003520,HORD003520,2018-03-13,2018-03-16,2018-03-14,Direct Freight,Express,Delivered,0,True,8,15.34,none,3,8,Morning,2.2364,False,0.371,delivered within promise
HDEL003521,HORD003521,2018-01-29,2018-02-05,2018-02-05,DHL,Standard,Delivered,0,True,29,6.37,none,7,6,Afternoon,1.0148,True,0.425,delivered within promise
HDEL003522,HORD003522,2018-08-31,2018-09-07,2018-09-06,DHL,Standard,Delivered,0,True,34,8.41,none,7,9,Afternoon,2.7597,True,0.399,delivered within promise
HDEL003523,HORD003523,2018-06-10,2018-06-16,2018-06-16,Direct Freight,Standard,Delivered,0,True,31,14.35,none,6,4,Morning,9.1216,True,0.963,delivered within promise
HDEL003524,HORD003524,2018-06-20,2018-06-27,2018-06-26,AusPost,Standard,Delivered,0,True,53,10.2,none,7,9,Morning,4.5788,True,0.394,delivered within promise
HDEL003525,HORD003525,2018-02-02,2018-02-05,2018-02-04,AusPost,Express,Delivered,0,True,35,17.26,none,3,3,Afternoon,6.7789,True,0.542,delivered within promise
HDEL003526,HORD003526,2018-10-19,2018-10-22,2018-10-21,Direct Freight,Express,Delivered,0,True,44,18.52,none,3,6,Afternoon,3.4447,True,0.605,delivered within promise
HDEL003527,HORD003527,2018-12-20,2018-12-27,2018-12-26,Direct Freight,Standard,Delivered,0,True,23,8.33,none,7,6,Anytime,3.5762,True,0.949,delivered within promise
HDEL003528,HORD003528,2018-04-14,2018-04-18,2018-04-18,DHL,Standard,Delivered,0,True,34,9.6,none,4,9,Morning,7.8766,True,0.566,delivered within promise
HDEL003529,HORD003529,2018-10-08,2018-10-15,2018-10-15,DHL,Standard,Delivered,0,True,62,8.15,none,7,4,Anytime,6.7199,True,1.269,delivered within promise
HDEL003530,HORD003530,2018-09-19,2018-09-25,2018-09-25,DHL,Standard,Delivered,0,True,37,8.66,none,6,4,Morning,3.4116,False,0.792,delivered within promise
HDEL003531,HORD003531,2018-01-06,2018-01-11,2018-01-11,AusPost,Standard,Delivered,0,True,56,10.75,none,5,9,Afternoon,7.8766,True,1.228,delivered within promise
HDEL003532,HORD003532,2018-04-22,2018-04-28,2018-04-27,Direct Freight,Standard,Delivered,0,True,53,9.66,none,6,5,Afternoon,5.4918,False,0.474,delivered within promise
HDEL003533,HORD003533,2018-07-30,2018-08-03,2018-08-01,StarTrack,Standard,Delivered,0,True,56,11.45,none,4,5,Anytime,3.6955,True,0.32,delivered within promise
HDEL003534,HORD003534,2018-01-13,2018-01-16,2018-01-15,Direct Freight,Standard,Delivered,0,True,39,8.88,none,3,6,Afternoon,7.0002,False,0.473,delivered within promise
HDEL003535,HORD003535,2018-10-14,2018-10-20,2018-10-23,AusPost,Standard,Delivered,3,False,41,9.38,weather,6,3,Anytime,7.0323,True,1.103,carrier scan reconciled
HDEL003536,HORD003536,2018-09-30,2018-10-05,2018-10-04,DHL,Standard,Delivered,0,True,10,8.67,none,5,5,Morning,4.5581,True,0.486,delivered within promise
HDEL003537,HORD003537,2018-02-02,2018-02-09,2018-02-09,DHL,Standard,Delivered,0,True,8,6.97,none,7,8,Morning,1.321,True,0.393,delivered within promise
HDEL003538,HORD003538,2018-01-29,2018-02-02,2018-01-31,DHL,Standard,Delivered,0,True,66,7.71,none,4,3,Morning,3.5955,False,0.31,delivered within promise
HDEL003539,HORD003539,2018-06-17,2018-06-24,2018-06-22,StarTrack,Standard,Delivered,0,True,73,11.82,none,7,4,Afternoon,7.2473,True,0.517,delivered within promise
HDEL003540,HORD003540,2018-05-23,2018-05-29,2018-05-28,AusPost,Standard,Delivered,0,True,57,7.62,none,6,5,Afternoon,3.3602,False,0.284,delivered within promise
HDEL003541,HORD003541,2018-03-31,2018-04-03,2018-04-03,StarTrack,Express,Delivered,0,True,5,13.71,none,3,7,Afternoon,2.1843,True,0.398,delivered within promise
HDEL003542,HORD003542,2018-02-19,2018-02-22,2018-02-21,DHL,Standard,Delivered,0,True,33,12.49,none,3,4,Afternoon,8.3518,True,0.635,delivered within promise
HDEL003543,HORD003543,2018-05-31,2018-06-05,2018-06-03,Direct Freight,Standard,Delivered,0,True,30,8.17,none,5,8,Anytime,2.7719,False,0.426,delivered within promise
HDEL003544,HORD003544,2018-05-10,2018-05-13,2018-05-12,AusPost,Standard,Delivered,0,True,54,9.71,none,3,9,Anytime,6.3746,True,0.433,delivered within promise
HDEL003545,HORD003545,2018-05-11,2018-05-18,2018-05-18,Direct Freight,Standard,Delivered,0,True,64,9.27,none,7,6,Morning,7.039,True,0.608,delivered within promise
HDEL003546,HORD003546,2018-05-16,2018-05-20,2018-05-20,DHL,Standard,Delivered,0,True,53,9.4,none,4,7,Morning,7.1652,False,0.436,delivered within promise
HDEL003547,HORD003547,2018-08-20,2018-08-26,2018-08-25,DHL,Standard,Delivered,0,True,61,7.85,none,6,8,Anytime,0.1725,True,0.929,delivered within promise
HDEL003548,HORD003548,2018-11-12,2018-11-16,2018-11-15,DHL,Standard,Delivered,0,True,24,8.66,none,4,8,Anytime,6.7742,True,0.435,delivered within promise
HDEL003549,HORD003549,2018-03-23,2018-03-30,2018-03-28,AusPost,Standard,Delivered,0,True,50,9.47,none,7,7,Morning,6.9572,True,0.628,delivered within promise
HDEL003550,HORD003550,2018-10-15,2018-10-21,2018-10-21,DHL,Standard,Delivered,0,True,6,9.39,none,6,4,Afternoon,4.8046,True,0.486,delivered within promise
HDEL003551,HORD003551,2018-08-25,2018-08-29,2018-08-27,AusPost,Standard,Delivered,0,True,47,12.68,none,4,5,Afternoon,5.5403,False,0.371,delivered within promise
HDEL003552,HORD003552,2018-08-11,2018-08-15,2018-08-15,AusPost,Standard,Delivered,0,True,28,8.94,none,4,8,Anytime,3.0741,False,0.31,delivered within promise
HDEL003553,HORD003553,2018-09-25,2018-09-30,2018-09-29,DHL,Standard,Delivered,0,True,3,8.21,none,5,6,Morning,6.2021,True,0.453,delivered within promise
HDEL003554,HORD003554,2018-08-19,2018-08-25,2018-08-23,DHL,Standard,Delivered,0,True,51,12.62,none,6,4,Anytime,4.974,True,1.514,delivered within promise
HDEL003555,HORD003555,2018-07-09,2018-07-13,2018-07-13,DHL,Standard,Delivered,0,True,19,9.85,none,4,5,Afternoon,4.631,True,0.428,delivered within promise
HDEL003556,HORD003556,2018-08-17,2018-08-23,2018-08-22,StarTrack,Standard,Delivered,0,True,72,10.27,none,6,4,Morning,2.1843,False,0.436,delivered within promise
HDEL003557,HORD003557,2018-10-31,2018-11-06,2018-11-05,DHL,Standard,Delivered,0,True,71,9.19,none,6,5,Afternoon,5.1789,False,0.347,delivered within promise
HDEL003558,HORD003558,2018-03-06,2018-03-13,2018-03-12,StarTrack,Standard,Delivered,0,True,52,6.36,none,7,9,Morning,0.7721,True,0.403,delivered within promise
HDEL003559,HORD003559,2018-01-11,2018-01-18,2018-01-18,DHL,Standard,Delivered,0,True,16,10.24,none,7,7,Afternoon,6.8906,True,1.836,delivered within promise
HDEL003560,HORD003560,2018-10-17,2018-10-20,2018-10-18,DHL,Standard,Delivered,0,True,69,8.62,none,3,5,Anytime,2.7874,False,0.281,delivered within promise
HDEL003561,HORD003561,2018-09-09,2018-09-16,2018-09-16,StarTrack,Standard,Delivered,0,True,30,10.24,none,7,3,Morning,5.5988,False,0.336,delivered within promise
HDEL003562,HORD003562,2018-11-24,2018-11-27,2018-11-27,Direct Freight,Standard,Delivered,0,True,2,6.83,none,3,8,Morning,0.8202,True,0.407,delivered within promise
HDEL003563,HORD003563,2018-01-10,2018-01-15,2018-01-15,Direct Freight,Express,Delivered,0,True,73,15.51,none,5,7,Morning,2.5342,True,0.508,delivered within promise
HDEL003564,HORD003564,2018-09-25,2018-09-30,2018-09-28,Direct Freight,Express,Delivered,0,True,43,17.37,none,5,8,Morning,7.931,True,0.488,delivered within promise
HDEL003565,HORD003565,2018-09-10,2018-09-16,2018-09-15,StarTrack,Express,Delivered,0,True,66,16.43,none,6,6,Morning,7.3527,False,0.506,delivered within promise
HDEL003566,HORD003566,2018-10-13,2018-10-18,2018-10-18,AusPost,Standard,Delivered,0,True,15,11.34,none,5,6,Afternoon,6.6539,True,0.511,delivered within promise
HDEL003567,HORD003567,2018-11-16,2018-11-20,2018-11-19,AusPost,Standard,Delivered,0,True,27,7.6,none,4,9,Afternoon,3.5955,True,0.561,delivered within promise
HDEL003568,HORD003568,2018-09-26,2018-10-03,2018-10-01,Direct Freight,Standard,Delivered,0,True,20,6.24,none,7,9,Anytime,2.601,True,0.479,delivered within promise
HDEL003569,HORD003569,2018-08-30,2018-09-05,2018-09-05,Direct Freight,Express,Delivered,0,True,51,22.8,none,6,7,Morning,6.7742,True,1.049,delivered within promise
HDEL003570,HORD003570,2018-07-31,2018-08-05,2018-08-05,DHL,Standard,Delivered,0,True,14,11.56,none,5,3,Morning,8.0565,True,0.674,delivered within promise
HDEL003571,HORD003571,2018-07-17,2018-07-23,2018-07-22,DHL,Express,Delivered,0,True,35,20.72,none,6,5,Afternoon,6.1208,False,0.371,delivered within promise
HDEL003572,HORD003572,2018-06-01,2018-06-07,2018-06-06,AusPost,Standard,Delivered,0,True,47,7.67,none,6,6,Afternoon,3.1348,True,0.419,delivered within promise
HDEL003573,HORD003573,2018-02-03,2018-02-10,2018-02-09,DHL,Express,Delivered,0,True,20,16.48,none,7,9,Morning,3.3602,True,0.423,delivered within promise
HDEL003574,HORD003574,2018-06-29,2018-07-02,2018-06-30,StarTrack,Standard,Delivered,0,True,20,11.31,none,3,6,Morning,3.4566,False,0.365,delivered within promise
HDEL003575,HORD003575,2018-08-23,2018-08-28,2018-08-28,DHL,Standard,Delivered,0,True,4,11.71,none,5,4,Morning,6.2684,True,0.473,delivered within promise
HDEL003576,HORD003576,2018-06-24,2018-06-28,2018-06-26,AusPost,Standard,Delivered,0,True,49,10.65,none,4,4,Morning,7.4926,True,1.28,delivered within promise
HDEL003577,HORD003577,2018-09-29,2018-10-02,2018-10-01,Direct Freight,Standard,Delivered,0,True,6,10.26,none,3,4,Morning,7.4471,True,1.181,delivered within promise
HDEL003578,HORD003578,2018-12-31,2019-01-07,2019-01-07,StarTrack,Standard,Delivered,0,True,41,10.98,none,7,9,Anytime,9.3352,True,0.572,delivered within promise
HDEL003579,HORD003579,2018-06-24,2018-06-30,2018-06-29,DHL,Standard,Delivered,0,True,63,10.0,none,6,6,Morning,1.4968,False,0.345,delivered within promise
HDEL003580,HORD003580,2018-06-25,2018-07-02,2018-07-02,StarTrack,Standard,Delivered,0,True,62,11.26,none,7,8,Afternoon,6.2684,True,1.155,delivered within promise
HDEL003581,HORD003581,2018-07-17,2018-07-24,2018-07-23,StarTrack,Standard,Delivered,0,True,66,11.61,none,7,5,Afternoon,3.933,True,0.39,delivered within promise
HDEL003582,HORD003582,2018-05-21,2018-05-24,2018-05-22,AusPost,Standard,Delivered,0,True,20,10.12,none,3,8,Morning,5.1954,True,0.995,delivered within promise
HDEL003583,HORD003583,2018-03-05,2018-03-10,2018-03-09,DHL,Standard,Delivered,0,True,29,8.71,none,5,8,Afternoon,6.2259,True,0.469,delivered within promise
HDEL003584,HORD003584,2018-04-26,2018-05-01,2018-04-30,StarTrack,Standard,Delivered,0,True,18,9.61,none,5,5,Anytime,7.6726,True,0.44,delivered within promise
HDEL003585,HORD003585,2018-12-09,2018-12-12,2018-12-10,AusPost,Standard,Delivered,0,True,31,7.26,none,3,8,Anytime,1.2522,False,0.359,delivered within promise
HDEL003586,HORD003586,2018-11-10,2018-11-15,2018-11-14,Direct Freight,Standard,Delivered,0,True,4,11.94,none,5,5,Morning,8.7537,False,0.444,delivered within promise
HDEL003587,HORD003587,2018-04-05,2018-04-08,2018-04-07,Direct Freight,Standard,Delivered,0,True,10,8.94,none,3,5,Anytime,5.0931,False,0.324,delivered within promise
HDEL003588,HORD003588,2018-11-02,2018-11-08,2018-11-07,StarTrack,Standard,Delivered,0,True,63,9.59,none,6,8,Anytime,5.4433,False,0.329,delivered within promise
HDEL003589,HORD003589,2018-09-21,2018-09-27,2018-09-26,Direct Freight,Standard,Delivered,0,True,10,11.22,none,6,5,Afternoon,7.5536,True,0.569,delivered within promise
HDEL003590,HORD003590,2018-07-22,2018-07-26,2018-07-24,Direct Freight,Standard,Delivered,0,True,55,13.98,none,4,9,Anytime,6.1208,False,0.388,delivered within promise
HDEL003591,HORD003591,2018-03-02,2018-03-05,2018-03-08,StarTrack,Standard,Delivered,3,False,18,9.98,carrier_capacity,3,6,Afternoon,5.8758,True,0.534,carrier scan reconciled
HDEL003592,HORD003592,2018-06-28,2018-07-02,2018-07-02,Direct Freight,Standard,Delivered,0,True,11,10.67,none,4,4,Afternoon,7.408,True,0.52,delivered within promise
HDEL003593,HORD003593,2018-07-21,2018-07-27,2018-07-26,Direct Freight,Standard,Delivered,0,True,46,13.62,none,6,3,Anytime,9.9192,True,0.537,delivered within promise
HDEL003594,HORD003594,2018-09-01,2018-09-06,2018-09-06,StarTrack,Standard,Delivered,0,True,15,12.66,none,5,4,Morning,7.7087,True,0.488,delivered within promise
HDEL003595,HORD003595,2018-08-20,2018-08-23,2018-08-22,DHL,Standard,Delivered,0,True,33,12.62,none,3,3,Anytime,4.6531,False,0.331,delivered within promise
HDEL003596,HORD003596,2018-10-30,2018-11-06,2018-11-06,AusPost,Express,Delivered,0,True,51,16.17,none,7,5,Anytime,4.974,True,0.464,delivered within promise
HDEL003597,HORD003597,2018-10-14,2018-10-21,2018-10-20,DHL,Standard,Delivered,0,True,68,6.75,none,7,9,Anytime,3.4566,True,1.517,delivered within promise
HDEL003598,HORD003598,2018-02-27,2018-03-02,2018-03-01,Direct Freight,Standard,Delivered,0,True,28,6.48,none,3,7,Anytime,1.1475,True,1.047,delivered within promise
HDEL003599,HORD003599,2018-11-26,2018-11-30,2018-11-29,StarTrack,Express,Delivered,0,True,28,17.96,none,4,9,Anytime,4.4259,True,0.504,delivered within promise
HDEL003600,HORD003600,2018-03-22,2018-03-29,2018-03-27,DHL,Standard,Delivered,0,True,13,5.95,none,7,6,Anytime,1.3001,True,0.273,delivered within promise
HDEL003601,HORD003601,2018-10-02,2018-10-08,2018-10-07,DHL,Standard,Delivered,0,True,29,9.49,none,6,4,Afternoon,4.3781,False,1.04,delivered within promise
HDEL003602,HORD003602,2018-03-26,2018-03-31,2018-03-30,StarTrack,Express,Delivered,0,True,6,14.31,none,5,9,Anytime,4.7492,True,0.887,delivered within promise
HDEL003603,HORD003603,2018-02-05,2018-02-11,2018-02-09,StarTrack,Standard,Delivered,0,True,70,11.89,none,6,9,Afternoon,7.2473,True,0.567,delivered within promise
HDEL003604,HORD003604,2018-12-06,2018-12-12,2018-12-17,DHL,Standard,Delivered,5,False,65,8.6,warehouse_congestion,6,6,Anytime,1.9767,False,0.269,carrier scan reconciled
HDEL003605,HORD003605,2018-04-18,2018-04-25,2018-04-25,AusPost,Express,Delivered,0,True,14,16.9,none,7,6,Morning,6.6351,False,0.475,delivered within promise
HDEL003606,HORD003606,2018-11-16,2018-11-23,2018-11-21,StarTrack,Standard,Delivered,0,True,6,6.4,none,7,9,Anytime,2.4836,True,0.518,delivered within promise
HDEL003607,HORD003607,2018-05-27,2018-06-03,2018-06-02,Direct Freight,Standard,Delivered,0,True,9,7.9,none,7,3,Anytime,2.9449,True,0.396,delivered within promise
HDEL003608,HORD003608,2018-08-10,2018-08-15,2018-08-15,StarTrack,Standard,Delivered,0,True,12,11.46,none,5,4,Anytime,5.893,True,0.539,delivered within promise
HDEL003609,HORD003609,2018-06-14,2018-06-20,2018-06-20,AusPost,Standard,Delivered,0,True,40,12.33,none,6,4,Morning,4.6463,False,0.328,delivered within promise
HDEL003610,HORD003610,2018-08-30,2018-09-06,2018-09-05,AusPost,Standard,Delivered,0,True,11,9.74,none,7,5,Morning,4.0669,False,0.406,delivered within promise
HDEL003611,HORD003611,2018-04-11,2018-04-15,2018-04-15,DHL,Express,Delivered,0,True,11,19.82,none,4,9,Anytime,5.5988,True,0.515,delivered within promise
HDEL003612,HORD003612,2018-05-27,2018-06-02,2018-06-02,Direct Freight,Standard,Delivered,0,True,45,7.8,none,6,7,Anytime,2.9974,False,0.272,delivered within promise
HDEL003613,HORD003613,2018-08-13,2018-08-19,2018-08-18,StarTrack,Standard,Delivered,0,True,25,14.51,none,6,4,Anytime,7.932,True,0.607,delivered within promise
HDEL003614,HORD003614,2018-10-05,2018-10-10,2018-10-08,AusPost,Standard,Delivered,0,True,40,8.7,none,5,4,Morning,4.9215,True,1.393,delivered within promise
HDEL003615,HORD003615,2018-11-02,2018-11-06,2018-11-05,Direct Freight,Standard,Delivered,0,True,43,8.24,none,4,7,Afternoon,6.3492,True,0.476,delivered within promise
HDEL003616,HORD003616,2018-05-27,2018-05-31,2018-05-29,StarTrack,Standard,Delivered,0,True,4,11.67,none,4,3,Morning,7.7904,False,0.481,delivered within promise
HDEL003617,HORD003617,2018-07-04,2018-07-07,2018-07-06,StarTrack,Express,Delivered,0,True,53,17.67,none,3,6,Morning,4.9215,True,1.066,delivered within promise
HDEL003618,HORD003618,2018-12-28,2019-01-04,2019-01-04,AusPost,Standard,Delivered,0,True,10,11.29,none,7,8,Anytime,6.2383,True,0.503,delivered within promise
HDEL003619,HORD003619,2018-08-03,2018-08-08,2018-08-07,DHL,Express,Delivered,0,True,50,26.0,none,5,6,Morning,9.2711,True,0.741,delivered within promise
HDEL003620,HORD003620,2018-01-08,2018-01-15,2018-01-15,StarTrack,Standard,Delivered,0,True,25,9.49,none,7,5,Afternoon,5.5306,True,0.544,delivered within promise
HDEL003621,HORD003621,2018-03-19,2018-03-23,2018-03-22,AusPost,Standard,Delivered,0,True,7,7.88,none,4,5,Anytime,4.0705,False,0.433,delivered within promise
HDEL003622,HORD003622,2018-11-02,2018-11-08,2018-11-08,AusPost,Standard,Delivered,0,True,70,10.03,none,6,6,Anytime,7.1054,False,0.463,delivered within promise
HDEL003623,HORD003623,2018-11-21,2018-11-27,2018-11-25,StarTrack,Standard,Delivered,0,True,72,7.73,none,6,4,Morning,1.2522,True,0.442,delivered within promise
HDEL003624,HORD003624,2018-07-19,2018-07-22,2018-07-21,Direct Freight,Standard,Delivered,0,True,15,10.96,none,3,8,Afternoon,4.8046,False,0.321,delivered within promise
HDEL003625,HORD003625,2018-04-18,2018-04-21,2018-04-20,DHL,Express,Delivered,0,True,70,16.46,none,3,5,Morning,5.3606,True,0.446,delivered within promise
HDEL003626,HORD003626,2018-06-11,2018-06-14,2018-06-12,DHL,Standard,Delivered,0,True,48,12.46,none,3,8,Anytime,5.4327,True,1.195,delivered within promise
HDEL003627,HORD003627,2018-07-02,2018-07-05,2018-07-05,StarTrack,Standard,Delivered,0,True,49,10.68,none,3,9,Morning,7.355,True,0.544,delivered within promise
HDEL003628,HORD003628,2018-09-19,2018-09-25,2018-09-23,DHL,Standard,Delivered,0,True,61,7.26,none,6,9,Morning,4.9929,True,0.837,delivered within promise
HDEL003629,HORD003629,2018-04-25,2018-05-01,2018-05-01,DHL,Standard,Delivered,0,True,39,9.98,none,6,3,Anytime,7.2107,True,1.269,delivered within promise
HDEL003630,HORD003630,2018-04-18,2018-04-21,2018-04-21,AusPost,Standard,Delivered,0,True,63,9.52,none,3,6,Afternoon,7.1054,True,0.474,delivered within promise
HDEL003631,HORD003631,2018-05-07,2018-05-13,2018-05-12,AusPost,Standard,Delivered,0,True,45,7.92,none,6,3,Anytime,2.9353,True,0.472,delivered within promise
HDEL003632,HORD003632,2018-02-24,2018-02-28,2018-02-26,StarTrack,Standard,Delivered,0,True,20,9.89,none,4,4,Afternoon,5.893,False,0.375,delivered within promise
HDEL003633,HORD003633,2018-03-01,2018-03-04,2018-03-04,AusPost,Standard,Delivered,0,True,46,6.95,none,3,9,Afternoon,2.9046,False,0.322,delivered within promise
HDEL003634,HORD003634,2018-01-14,2018-01-19,2018-01-17,AusPost,Standard,Delivered,0,True,61,10.23,none,5,4,Afternoon,5.9442,True,0.393,delivered within promise
HDEL003635,HORD003635,2018-02-03,2018-02-06,2018-02-05,AusPost,Standard,Delivered,0,True,31,9.78,none,3,6,Afternoon,6.7102,True,1.21,delivered within promise
HDEL003636,HORD003636,2018-04-29,2018-05-03,2018-05-01,DHL,Standard,Delivered,0,True,16,10.42,none,4,6,Afternoon,5.9963,False,0.402,delivered within promise
HDEL003637,HORD003637,2018-06-13,2018-06-20,2018-06-20,AusPost,Standard,Delivered,0,True,33,12.55,none,7,9,Anytime,6.2848,False,0.49,delivered within promise
HDEL003638,HORD003638,2018-05-04,2018-05-08,2018-05-08,Direct Freight,Standard,Delivered,0,True,3,10.49,none,4,4,Morning,6.8585,False,0.449,delivered within promise
HDEL003639,HORD003639,2018-09-12,2018-09-19,2018-09-19,DHL,Standard,Delivered,0,True,37,8.45,none,7,5,Afternoon,4.3951,True,0.357,delivered within promise
HDEL003640,HORD003640,2018-12-11,2018-12-17,2018-12-17,AusPost,Standard,Delivered,0,True,58,7.49,none,6,8,Anytime,3.2634,True,0.932,delivered within promise
HDEL003641,HORD003641,2018-05-28,2018-06-01,2018-05-30,StarTrack,Standard,Delivered,0,True,66,6.85,none,4,3,Anytime,1.8901,False,0.242,delivered within promise
HDEL003642,HORD003642,2018-02-22,2018-03-01,2018-03-01,StarTrack,Standard,Delivered,0,True,46,7.64,none,7,6,Anytime,3.4566,True,1.316,delivered within promise
HDEL003643,HORD003643,2018-06-20,2018-06-24,2018-06-22,StarTrack,Standard,Delivered,0,True,57,7.98,none,4,7,Morning,0.6788,True,0.288,delivered within promise
HDEL003644,HORD003644,2018-03-04,2018-03-07,2018-03-07,StarTrack,Standard,Delivered,0,True,34,6.17,none,3,8,Anytime,2.8851,True,0.583,delivered within promise
HDEL003645,HORD003645,2018-05-02,2018-05-06,2018-05-04,AusPost,Standard,Delivered,0,True,11,7.47,none,4,5,Afternoon,4.9903,True,0.403,delivered within promise
HDEL003646,HORD003646,2018-12-16,2018-12-21,2018-12-20,Direct Freight,Standard,Delivered,0,True,66,8.88,none,5,3,Anytime,6.1231,False,0.347,delivered within promise
HDEL003647,HORD003647,2018-07-25,2018-07-29,2018-07-28,DHL,Standard,Delivered,0,True,40,11.64,none,4,8,Afternoon,3.6955,True,0.403,delivered within promise
HDEL003648,HORD003648,2018-05-10,2018-05-14,2018-05-13,DHL,Standard,Delivered,0,True,9,8.73,none,4,6,Morning,4.2475,True,0.346,delivered within promise
HDEL003649,HORD003649,2018-02-26,2018-03-02,2018-03-02,Direct Freight,Express,Delivered,0,True,56,15.17,none,4,8,Afternoon,6.7349,True,0.579,delivered within promise
HDEL003650,HORD003650,2018-08-05,2018-08-12,2018-08-11,AusPost,Standard,Delivered,0,True,61,13.45,none,7,9,Anytime,8.0537,True,0.521,delivered within promise
HDEL003651,HORD003651,2018-02-01,2018-02-06,2018-02-06,AusPost,Standard,Delivered,0,True,46,11.17,none,5,8,Afternoon,7.0323,True,0.417,delivered within promise
HDEL003652,HORD003652,2018-05-20,2018-05-24,2018-05-22,Direct Freight,Express,Delivered,0,True,23,17.55,none,4,5,Anytime,5.1062,True,0.446,delivered within promise
HDEL003653,HORD003653,2018-04-09,2018-04-14,2018-04-13,AusPost,Standard,Delivered,0,True,41,6.09,none,5,7,Afternoon,1.0772,False,0.303,delivered within promise
HDEL003654,HORD003654,2018-03-25,2018-03-29,2018-03-27,StarTrack,Standard,Delivered,0,True,30,10.3,none,4,9,Anytime,7.8766,True,0.536,delivered within promise
HDEL003655,HORD003655,2018-08-10,2018-08-13,2018-08-12,AusPost,Express,Delivered,0,True,36,21.22,none,3,3,Morning,6.8429,True,0.953,delivered within promise
HDEL003656,HORD003656,2018-01-28,2018-02-03,2018-02-02,Direct Freight,Standard,Delivered,0,True,24,8.09,none,6,7,Morning,1.7855,True,0.341,delivered within promise
HDEL003657,HORD003657,2018-04-10,2018-04-14,2018-04-12,AusPost,Standard,Delivered,0,True,23,7.13,none,4,6,Anytime,2.2927,False,0.348,delivered within promise
HDEL003658,HORD003658,2018-03-25,2018-04-01,2018-03-30,Direct Freight,Standard,Delivered,0,True,52,8.29,none,7,4,Afternoon,3.2414,True,0.392,delivered within promise
HDEL003659,HORD003659,2018-12-08,2018-12-12,2018-12-10,StarTrack,Standard,Delivered,0,True,24,11.14,none,4,3,Anytime,5.9963,True,0.386,delivered within promise
HDEL003660,HORD003660,2018-06-15,2018-06-21,2018-06-21,StarTrack,Standard,Delivered,0,True,21,11.87,none,6,7,Anytime,6.2021,True,0.376,delivered within promise
HDEL003661,HORD003661,2018-05-31,2018-06-06,2018-06-06,AusPost,Standard,Delivered,0,True,45,10.16,none,6,5,Afternoon,8.7052,False,0.457,delivered within promise
HDEL003662,HORD003662,2018-04-25,2018-05-02,2018-05-01,Direct Freight,Standard,Delivered,0,True,41,9.0,none,7,3,Anytime,7.2107,True,0.471,delivered within promise
HDEL003663,HORD003663,2018-12-18,2018-12-21,2018-12-20,AusPost,Standard,Delivered,0,True,35,9.55,none,3,9,Morning,5.1023,True,0.502,delivered within promise
HDEL003664,HORD003664,2018-09-10,2018-09-17,2018-09-16,DHL,Standard,Delivered,0,True,45,10.05,none,7,9,Morning,5.3068,True,0.46,delivered within promise
HDEL003665,HORD003665,2018-02-16,2018-02-21,2018-02-19,Direct Freight,Standard,Delivered,0,True,57,11.14,none,5,8,Morning,8.5645,True,0.445,delivered within promise
HDEL003666,HORD003666,2018-12-15,2018-12-18,2018-12-18,Direct Freight,Standard,Delivered,0,True,24,10.07,none,3,7,Anytime,7.4143,True,0.484,delivered within promise
HDEL003667,HORD003667,2018-05-07,2018-05-14,2018-05-13,AusPost,Standard,Delivered,0,True,45,11.66,none,7,5,Afternoon,10.4906,True,0.57,delivered within promise
HDEL003668,HORD003668,2018-05-10,2018-05-13,2018-05-12,StarTrack,Standard,Delivered,0,True,30,9.2,none,3,3,Anytime,6.1208,True,0.444,delivered within promise
HDEL003669,HORD003669,2018-06-26,2018-07-03,2018-07-03,DHL,Standard,Delivered,0,True,7,12.12,none,7,3,Afternoon,3.9696,False,0.45,delivered within promise
HDEL003670,HORD003670,2018-12-04,2018-12-10,2018-12-10,StarTrack,Standard,Delivered,0,True,62,11.28,none,6,7,Morning,9.0452,True,0.678,delivered within promise
HDEL003671,HORD003671,2018-06-06,2018-06-13,2018-06-12,StarTrack,Standard,Delivered,0,True,47,14.77,none,7,4,Afternoon,9.2711,True,0.579,delivered within promise
HDEL003672,HORD003672,2018-11-05,2018-11-11,2018-11-11,AusPost,Standard,Delivered,0,True,61,9.95,none,6,6,Afternoon,7.7244,True,0.485,delivered within promise
HDEL003673,HORD003673,2018-05-29,2018-06-01,2018-06-01,Direct Freight,Standard,Delivered,0,True,18,5.83,none,3,8,Anytime,2.2927,True,1.051,delivered within promise
HDEL003674,HORD003674,2018-04-07,2018-04-12,2018-04-10,StarTrack,Standard,Delivered,0,True,41,6.78,none,5,5,Morning,1.5776,True,1.103,delivered within promise
HDEL003675,HORD003675,2018-04-26,2018-05-01,2018-05-01,DHL,Standard,Delivered,0,True,60,11.35,none,5,8,Afternoon,8.344,False,0.437,delivered within promise
HDEL003676,HORD003676,2018-12-23,2018-12-27,2018-12-27,Direct Freight,Standard,Delivered,0,True,12,11.12,none,4,6,Anytime,6.5462,True,1.011,delivered within promise
