gender,income,whatIsYourHeightExpressItAsANumberInMetresM,doYouFeelASenseOfPurposeAndMeaningInYourLife104,howDoYouReconcileSpiritualBeliefsWithScientificOrRationalThinki,howOftenDoYouFeelSociallyConnectedWithYourPeersAndFriends,doYouHaveASupportSystemOfFriendsAndFamilyToTurnToWhenNeeded,howOftenDoYouParticipateInSocialActivitiesIncludingClubsSportsV,doYouFeelComfortableEngagingInConversationsWithPeopleFromDiffer,doYouFeelASenseOfPurposeAndMeaningInYourLife105,alwaysAnxious,perfectMentalHealth,alwaysStressed,alwaysAccountableAndResponsibleForYourActions,alwaysCalm,myBodyIsHypermobileAndLovesToMove,alwaysHaveFun,alwaysSerious,alwaysDepressed,alwaysLoveAndCareForYourself,extremelyGoodAbilityToSense,alwaysHaveDigestiveProblems,iAmIntenselyInterestedInOtherPeople,iRarelyWakeUpFeelingRested,iFindMostThingsAmusing,iAmAlwaysCommittedAndInvolved,iDoNotThinkThatTheWorldIsAGoodPlace,iAmWellSatisfiedAboutEverythingInMyLife,iFindBeautyInSomeThings,iAlwaysHaveACheerfulEffectOnOthers,iFeelThatIAmNotEspeciallyInControlOfMyLife,iUsuallyHaveAGoodInfluenceOnEvents,iDontHaveFunWithOtherPeople,alwaysEngageInPreparingAndUsingYourSkillsAndTalentsInOrderToGai,alwaysMakingProgress,extremelyGoodCommunicator,iDontFeelParticularlyPleasedWithTheWayIAm,iFeelThatLifeIsVeryRewarding,iHaveVeryWarmFeelingsTowardsAlmostEveryone,iAmNotParticularlyOptimisticAboutTheFuture,lifeIsGood,iLaughALot,iDontThinkILookAttractive
Female,10k - 15k,170 - 175,Yes,They complement each other,Never,"Yes, I have family",More than three times a week,Always,Yes,0,1,1,1,0,1,1,0,0,-1,0,-2,-2,0,1,0,2,1,1,-2,0,0,-2,-2,1,0,-2,0,1,-2,1,0,0
Male,15k - 20k,160 - 165,Yes,They complement each other,Rarely,"Yes, I have both",More than three times a week,Always,Yes,2,0,0,1,0,0,1,0,-2,2,1,0,0,-1,1,0,-1,-2,0,1,-2,0,-1,1,0,0,0,0,-1,1,1,1,-2
Male,0 - 10k,190 above,Yes,They are separate,Sometimes,"Yes, I have both",No,Rarely,No,-2,1,1,1,-1,1,-1,-1,0,0,0,-2,2,2,2,0,1,-1,1,0,1,0,0,-2,0,1,2,-2,-2,-2,-1,0,0
Female,0 - 10k,170 - 175,Yes,They complement each other,Rarely,"Yes, I have family",At least once a week,Always,Yes,2,-1,-1,0,-1,-2,-2,-1,-1,-1,0,-1,-2,0,0,0,-1,0,1,1,-1,0,-1,-2,0,-2,-2,0,-2,0,1,1,-2
Male,0 - 10k,160 - 165,Yes,They complement each other,Rarely,No,More than three times a week,Never,Yes,-2,-2,1,1,-2,-2,1,0,0,0,1,-2,1,1,0,1,-1,-2,0,0,-2,0,0,0,0,-2,1,-2,-2,-2,0,0,1
Female,150k - 200k,150 - 155,Yes,They complement each other,Rarely,"Yes, I have both",At least once a week,Rarely,Yes,0,1,0,1,0,1,-2,2,1,0,1,-2,0,-2,0,0,0,1,1,2,-2,0,-1,0,1,0,-2,0,0,-1,0,0,0
Male,50k - 80k,175 - 180,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Rarely,No,-2,-2,0,1,0,2,-2,1,-2,0,2,1,0,1,1,0,1,-2,2,1,0,1,-1,1,-2,1,1,0,0,-2,-2,1,2
Male,50k - 80k,175 - 180,Yes,They are separate,Never,"Yes, I have family",No,Sometimes,No,0,1,0,0,2,-2,0,0,0,-2,1,-1,0,0,2,-1,1,-1,0,-2,0,-2,1,-1,1,1,2,-1,2,0,0,-1,0
Male,120k - 150k,170 - 175,Yes,They complement each other,Never,No,At least once a week,Always,Yes,2,-1,0,2,2,2,1,-2,-1,0,2,-1,1,-2,-2,0,-2,-2,1,0,0,2,-1,2,1,1,1,0,2,-1,0,0,-1
Male,10k - 15k,185 - 190,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Sometimes,Yes,0,1,1,1,1,0,0,1,1,2,0,-2,0,0,1,1,-2,1,0,1,0,0,-1,1,0,2,-1,1,1,1,1,0,-1
Male,0 - 10k,160 - 165,No,They complement each other,Rarely,"Yes, I have family",At least once a week,Rarely,Yes,-1,0,1,1,-1,0,0,0,0,-2,2,0,-2,1,0,-2,-1,-1,1,0,1,-2,-2,0,0,-2,1,0,2,1,1,-2,0
Other,15k - 20k,175 - 180,Yes,They complement each other,Never,"Yes, I have both",At least once a week,Always,Yes,-2,0,1,0,1,1,0,2,1,-2,1,0,0,1,0,1,1,-2,0,1,1,1,0,0,0,0,2,-2,1,-2,-2,0,0
Female,0 - 10k,150 - 155,Yes,They complement each other,Rarely,"Yes, I have family",At least once a month,Sometimes,Yes,1,-1,-2,1,0,-1,0,0,-2,0,1,-2,0,0,0,-2,1,-1,0,-2,0,-2,1,0,1,-2,2,-2,-2,1,0,0,1
Male,200k above,175 - 180,Yes,They are separate,Rarely,"Yes, I have both",No,Rarely,Yes,1,-1,-2,2,0,2,1,0,-2,0,1,-1,0,0,1,0,-2,0,2,-2,-2,2,-1,0,-2,2,-2,1,0,-1,1,1,-1
Female,20k - 50k,160 - 165,Yes,They complement each other,Never,"Yes, I have family",More than three times a week,Sometimes,Yes,1,-2,-1,2,2,1,1,0,-2,2,2,-2,1,-1,1,0,-1,-2,2,-2,-1,0,0,1,1,0,-1,1,2,-2,2,1,0
Female,20k - 50k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Sometimes,Yes,1,-2,-1,0,2,1,1,-1,-2,1,1,-2,0,-1,1,0,-2,1,2,1,-1,1,0,1,0,0,-1,2,1,-1,1,1,0
Male,0 - 10k,175 - 180,Yes,They are separate,Always,"Yes, I have both",Rarely,Sometimes,Yes,0,2,2,1,0,0,1,0,2,0,0,-2,0,2,-1,1,1,-1,-1,-1,1,1,1,1,0,-1,0,-1,2,-1,0,-2,2
Male,0 - 10k,190 above,No,They complement each other,Sometimes,"Yes, I have both",No,Always,Yes,-2,-2,-1,0,2,-2,0,-2,-1,0,0,-2,-2,-1,0,2,0,1,0,0,-2,-2,0,-2,0,0,-1,0,-2,-2,0,0,-2
Female,80k - 120k,175 - 180,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Always,Yes,2,0,0,1,0,0,1,-1,-2,1,2,0,0,1,0,1,1,1,2,0,1,1,-1,1,1,0,-1,2,1,2,2,1,0
Female,200k above,170 - 175,Yes,They are separate,Always,"Yes, I have both",At least once a month,Never,No,1,0,0,0,1,0,1,0,0,1,2,0,0,-2,2,0,0,0,2,1,0,2,-1,2,0,-2,0,0,-2,1,0,1,-2
Female,0 - 10k,160 - 165,Yes,They conflict,Always,"Yes, I have both",More than three times a week,Sometimes,Yes,1,0,-1,1,-1,1,1,-1,-1,0,0,0,-1,-1,1,1,-1,0,1,1,-1,0,-1,2,1,1,-1,1,1,-1,1,1,-1
Female,20k - 50k,150 - 155,Yes,They conflict,Rarely,"Yes, I have both",At least once a month,Always,No,-2,2,1,0,-1,0,0,0,-2,-2,0,0,1,-1,2,0,1,-2,1,0,0,-2,0,-2,0,1,-2,-2,1,1,0,2,1
Female,150k - 200k,170 - 175,Yes,They are separate,Never,"Yes, I have both",At least once a week,Always,Yes,-1,2,2,1,0,0,-2,1,2,-2,2,0,0,0,0,1,1,-2,0,0,0,0,0,-2,2,2,0,1,2,0,0,-2,-1
Male,150k - 200k,175 - 180,Yes,They are separate,Sometimes,"Yes, I have both",No,Always,No,-2,1,0,0,0,0,-2,-2,-2,-2,-2,-1,-1,-2,0,-2,1,-1,0,-2,-1,1,-1,0,1,0,1,0,-2,-1,0,0,-1
Male,0 - 10k,160 - 165,Yes,They are separate,Rarely,"Yes, I have both",At least once a week,Rarely,Yes,0,-2,0,2,-2,1,1,1,0,1,1,-1,1,-1,-2,0,-2,-1,-1,-1,-1,0,-2,1,1,-2,-2,0,0,0,0,-2,-1
Male,10k - 15k,155 - 160,Yes,They complement each other,Always,"Yes, I have friends",More than three times a week,Never,No,0,1,2,1,2,0,0,0,0,0,1,1,-2,0,1,-2,1,0,2,1,0,-2,0,0,0,1,0,-1,0,2,0,-2,1
Male,150k - 200k,170 - 175,Yes,They complement each other,Never,"Yes, I have both",More than three times a week,Sometimes,Yes,1,-2,0,1,2,1,2,0,0,2,1,-1,1,1,1,2,-1,0,1,-2,0,0,-1,2,2,-2,-2,1,1,0,1,0,0
Female,120k - 150k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Rarely,No,-1,-2,-2,1,-1,0,0,0,0,1,0,-1,0,-1,-2,-2,-2,1,0,1,0,1,0,1,0,1,0,0,-2,-2,0,1,-1
Male,0 - 10k,165 - 170,Yes,They are separate,Sometimes,No,More than three times a week,Never,Yes,0,0,0,2,0,-1,1,-2,-1,1,1,-1,0,0,1,2,0,0,1,1,0,0,-2,0,0,0,1,1,0,-1,1,0,2
Female,15k - 20k,150 - 155,Yes,They complement each other,Sometimes,"Yes, I have both",More than three times a week,Always,Yes,1,-2,-2,0,-2,1,1,0,-1,0,1,1,-2,-2,0,0,0,0,1,1,-1,1,-1,0,0,0,0,-2,-2,-1,1,1,-2
Male,0 - 10k,175 - 180,Yes,They are separate,Never,"Yes, I have both",More than three times a week,Rarely,Yes,-2,1,2,1,-1,1,1,0,0,1,0,-2,0,2,0,0,-2,-1,1,0,1,1,0,1,1,0,0,0,0,-2,1,0,-2
Male,200k above,160 - 165,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Rarely,Yes,0,-2,-2,0,0,-1,0,0,0,2,1,-2,-1,1,0,1,-1,0,0,1,0,0,-2,0,0,0,0,1,-1,1,0,1,0
Female,200k above,155 - 160,No,They complement each other,Rarely,"Yes, I have both",No,Never,Yes,1,0,-2,1,0,0,1,2,1,1,0,-2,-1,1,0,-2,-1,-2,1,0,0,0,1,0,1,1,1,0,1,2,0,0,-2
Male,15k - 20k,175 - 180,Yes,They complement each other,Never,"Yes, I have both",Rarely,Always,Yes,-2,0,1,2,1,1,1,-2,1,1,2,1,0,0,1,0,1,-2,1,-2,1,0,0,0,2,-2,2,1,2,1,1,-2,-2
Male,15k - 20k,165 - 170,Yes,They complement each other,Rarely,"Yes, I have both",At least once a month,Rarely,Yes,-2,1,1,0,1,2,-2,0,0,0,1,-2,0,2,0,-2,0,-2,-1,-2,1,-2,2,-2,0,1,0,-1,1,0,-2,-2,-2
Female,150k - 200k,160 - 165,Yes,They are separate,Always,"Yes, I have family",More than three times a week,Sometimes,Yes,-1,1,2,2,-1,1,-1,-2,1,-2,1,1,0,2,1,0,1,-1,1,1,1,0,1,0,-2,1,0,-2,1,0,0,0,-1
Female,0 - 10k,160 - 165,Yes,They complement each other,Always,"Yes, I have friends",Rarely,Always,Yes,-1,-1,1,1,-1,0,-1,1,1,0,0,-1,1,0,0,0,0,-1,2,1,0,0,0,1,1,0,0,0,1,0,0,-1,0
Male,150k - 200k,185 - 190,Yes,They complement each other,Never,"Yes, I have both",More than three times a week,Rarely,Yes,-2,-2,-2,1,1,0,0,1,-2,-2,1,-1,0,-1,-2,1,0,0,0,1,-2,0,0,0,1,-2,0,0,0,1,0,0,0
Female,0 - 10k,170 - 175,Yes,They conflict,Sometimes,"Yes, I have both",At least once a month,Sometimes,No,-1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,-1,2,-1,1,-1,1,0,1,0,0,0,1,0,0,1,-1,0,1
Male,200k above,175 - 180,Yes,They are separate,Rarely,"Yes, I have both",At least once a week,Rarely,Yes,2,-1,-1,2,2,-2,1,-2,-1,0,1,-2,-2,-2,0,2,-2,2,1,0,-1,1,-2,1,1,-2,-2,1,2,-1,2,0,1
Male,120k - 150k,180 - 185,Yes,They complement each other,Rarely,"Yes, I have both",Rarely,Sometimes,Yes,0,-1,-2,0,0,1,-2,-1,-2,2,0,-2,1,2,0,0,-2,0,1,-2,1,0,1,1,1,-1,0,-2,-2,-2,0,0,0
Male,200k above,160 - 165,Yes,They are separate,Sometimes,"Yes, I have both",At least once a month,Sometimes,Yes,-1,-1,-2,1,1,0,-2,0,-1,0,1,-2,-2,0,1,-2,-1,-2,1,-2,-2,0,0,1,1,0,0,-2,-2,-2,0,1,0
Other,10k - 15k,180 - 185,Yes,They complement each other,Sometimes,No,More than three times a week,Sometimes,Yes,0,1,1,0,1,1,-2,2,0,0,-1,2,1,-1,1,0,-2,-2,0,-2,1,1,-2,1,0,0,0,-2,-2,-1,-2,1,0
Male,0 - 10k,180 - 185,Yes,They complement each other,Always,"Yes, I have both",At least once a week,Always,Yes,1,-1,-1,2,0,1,1,-1,-1,2,1,-1,1,0,1,1,-1,-1,2,1,0,1,-1,1,0,0,1,2,1,-1,1,0,1
Male,0 - 10k,180 - 185,Yes,They are separate,Sometimes,"Yes, I have both",At least once a week,Always,Yes,-1,1,0,1,1,0,1,0,-1,-1,1,-1,-1,-1,1,0,0,0,1,1,0,1,-1,1,1,1,1,1,1,-1,1,1,0
Female,150k - 200k,155 - 160,Yes,They complement each other,Never,"Yes, I have both",At least once a month,Rarely,Yes,0,-1,2,2,0,0,0,0,0,2,1,0,-1,-2,1,1,1,-2,1,1,-2,1,-1,0,2,2,0,0,0,-2,1,0,-1
Male,0 - 10k,155 - 160,Yes,They are separate,Always,No,At least once a month,Rarely,No,-1,2,2,-2,-1,0,0,2,0,-1,0,0,-2,2,-2,0,1,-1,0,-1,1,0,1,-1,0,0,2,-2,-1,1,-2,0,1
Female,10k - 15k,155 - 160,Yes,They complement each other,Always,"Yes, I have friends",At least once a month,Always,No,-1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,2,0,0,1
Female,200k above,165 - 170,Yes,They complement each other,Rarely,"Yes, I have both",More than three times a week,Always,Yes,0,-2,-2,1,1,2,1,0,-1,0,1,-1,0,0,0,1,-2,-1,1,0,-2,2,0,2,-2,0,1,0,0,-1,0,0,-1
Other,0 - 10k,165 - 170,Yes,They complement each other,Rarely,No,At least once a month,Sometimes,Yes,-1,1,2,-2,-2,0,-2,0,0,-2,-1,-1,1,-2,-2,0,0,-1,2,-2,1,-1,0,-2,-2,0,2,0,1,-2,0,0,1
Male,0 - 10k,170 - 175,Yes,They conflict,Rarely,"Yes, I have both",At least once a week,Never,No,-2,1,1,0,-2,0,-1,0,-2,0,0,0,0,1,1,0,0,1,1,0,-2,0,-1,1,0,2,1,-1,0,0,0,0,0
Male,15k - 20k,155 - 160,Yes,They are separate,Never,"Yes, I have family",At least once a week,Rarely,No,-1,0,2,0,-1,0,-2,1,0,-2,1,0,1,1,2,1,0,-2,1,0,2,1,0,2,1,1,1,-2,1,1,0,1,0
Female,0 - 10k,140 - 150,Yes,They complement each other,Sometimes,"Yes, I have both",Rarely,Sometimes,Yes,1,-1,-1,1,-1,-2,1,-1,-1,1,0,-2,0,0,0,1,-1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
Male,120k - 150k,150 - 155,Yes,They are separate,Sometimes,"Yes, I have both",No,Rarely,Yes,-1,-2,-2,0,-1,-2,-2,-2,-1,-1,0,0,-1,0,2,0,-2,0,0,1,1,0,1,0,0,-1,1,0,-2,1,0,0,2
Female,0 - 10k,165 - 170,Yes,They are separate,Rarely,"Yes, I have family",No,Sometimes,Yes,1,0,-2,1,1,-1,0,-2,-2,1,0,-2,-1,1,-2,0,0,2,1,1,-2,-2,2,2,0,1,1,-2,-1,1,0,1,0
Male,0 - 10k,170 - 175,No,They conflict,Always,"Yes, I have friends",Rarely,Always,Yes,0,1,2,1,2,1,1,-2,0,0,2,-2,2,0,1,2,2,1,2,1,2,0,-1,1,1,2,-2,2,2,0,2,2,-1
Female,10k - 15k,175 - 180,Yes,They complement each other,Never,No,At least once a month,Always,Yes,2,0,0,2,2,1,2,2,0,0,2,0,0,-2,1,2,-2,0,1,1,-1,2,-2,1,0,1,-2,0,2,0,0,1,0
Male,0 - 10k,180 - 185,Yes,They are separate,Sometimes,"Yes, I have family",No,Sometimes,Yes,1,-1,-1,1,0,0,1,-1,-2,0,0,-1,-1,0,1,0,0,0,1,0,0,0,0,0,1,-1,0,1,-1,1,0,1,0
Female,120k - 150k,150 - 155,Yes,They complement each other,Rarely,"Yes, I have family",At least once a month,Sometimes,Yes,2,-2,-1,1,2,2,1,-1,-2,2,2,-1,2,-1,1,-2,-2,2,1,0,-2,0,-2,2,2,1,0,1,0,-2,1,1,-1
Female,0 - 10k,140 - 150,Yes,They conflict,Rarely,"Yes, I have both",No,Always,Yes,2,-1,-1,2,1,0,2,-2,-1,2,1,-2,-1,-2,0,2,-1,2,0,0,-1,1,-1,2,2,-2,-1,2,0,-2,2,1,-1
Female,15k - 20k,170 - 175,Yes,They are separate,Never,"Yes, I have family",At least once a month,Never,Yes,-1,2,0,0,0,1,-2,0,0,-1,0,1,1,2,0,-1,1,0,2,-2,0,-2,-2,-1,-2,1,0,-1,-2,0,-2,0,-2
Female,10k - 15k,155 - 160,Yes,They conflict,Sometimes,"Yes, I have both",Rarely,Sometimes,Yes,1,0,-2,1,-1,-2,0,-2,1,1,1,0,1,0,0,0,-1,-2,1,1,-2,0,0,1,1,0,-2,1,0,-2,0,-2,-2
Female,10k - 15k,165 - 170,Yes,They complement each other,Never,"Yes, I have family",At least once a month,Never,Yes,1,-1,-1,1,2,0,0,0,-2,1,1,-1,1,0,2,1,0,0,1,0,-1,1,-2,-2,0,2,-1,1,2,-1,0,0,-1
Male,120k - 150k,170 - 175,Yes,They complement each other,Sometimes,"Yes, I have family",More than three times a week,Sometimes,Yes,0,-2,-1,1,-2,0,-1,-1,0,0,0,-2,0,-2,0,0,-1,0,1,0,-2,0,-1,0,1,-2,-2,2,0,-2,1,-2,0
Male,0 - 10k,180 - 185,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Rarely,Yes,-1,-2,0,-2,-1,-2,0,-2,0,0,0,0,-2,2,0,-2,-1,1,1,0,-2,-2,-1,0,0,-1,0,0,-1,-1,0,1,-2
Male,150k - 200k,170 - 175,Yes,They complement each other,Always,"Yes, I have friends",No,Always,Yes,-2,1,2,2,-1,-2,1,0,0,-2,0,1,0,1,0,1,0,-1,1,1,0,0,-2,1,2,0,-2,0,2,0,1,1,-1
Other,80k - 120k,170 - 175,Yes,They complement each other,Rarely,"Yes, I have family",No,Always,No,0,0,0,-2,-1,0,-2,0,-2,-1,-2,-2,-1,1,0,0,-1,-2,1,0,0,-2,0,-2,-1,-2,1,0,-1,1,0,0,1
Male,150k - 200k,175 - 180,Yes,They are separate,Always,"Yes, I have family",At least once a week,Rarely,Yes,0,0,0,1,-2,1,0,-2,-2,2,1,-2,-2,2,1,1,-2,1,1,1,1,1,-2,1,-2,1,-2,0,0,0,2,2,2
Female,0 - 10k,165 - 170,Yes,They are separate,Rarely,"Yes, I have both",At least once a week,Rarely,Yes,0,0,0,1,0,0,0,0,-2,0,0,0,-1,1,-2,0,-2,0,0,-2,0,0,0,0,0,-2,-1,0,0,0,1,-2,-1
Female,0 - 10k,160 - 165,Yes,They complement each other,Rarely,"Yes, I have both",More than three times a week,Never,Yes,-1,1,0,1,-2,2,1,-2,-2,0,1,0,2,-1,-2,-2,-2,-1,1,0,-1,1,-2,0,1,-2,-2,2,1,0,1,0,1
Other,150k - 200k,160 - 165,Yes,They are separate,Sometimes,"Yes, I have family",More than three times a week,Never,Yes,1,0,-2,0,2,2,0,2,-2,-2,2,-2,1,-1,0,2,-2,-2,0,1,0,0,-2,0,1,1,1,1,1,-2,0,0,-2
Male,80k - 120k,165 - 170,Yes,They complement each other,Never,"Yes, I have both",Rarely,Always,Yes,2,-1,-1,2,1,0,-1,-2,-1,1,1,-1,0,-2,0,2,0,2,0,1,-2,1,0,2,1,2,-2,0,0,-2,1,-2,-1
Female,15k - 20k,140 - 150,Yes,They are separate,Sometimes,"Yes, I have family",More than three times a week,Rarely,No,-1,0,0,-1,0,-1,-1,0,-2,-2,-2,0,-2,0,1,0,0,1,2,0,1,0,0,-2,0,-2,2,1,-1,1,1,0,0
Male,20k - 50k,175 - 180,Yes,They are separate,Sometimes,"Yes, I have family",Rarely,Always,Yes,1,-2,0,0,1,-2,-2,1,-2,0,-2,0,2,-1,0,1,2,-1,2,0,0,1,-1,-2,0,1,0,1,0,-1,1,0,-1
Male,15k - 20k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a week,Never,No,-1,1,0,0,-1,-2,-2,1,1,0,0,0,0,1,-2,0,1,-2,0,-2,0,-2,0,0,1,0,0,0,0,-2,-2,0,0
Female,10k - 15k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have family",More than three times a week,Never,Yes,0,-2,-2,1,0,0,0,-2,0,0,1,-1,1,0,1,1,1,0,2,1,0,0,-1,-2,0,2,0,1,1,2,0,2,-2
Female,0 - 10k,150 - 155,Yes,They are separate,Always,"Yes, I have friends",At least once a week,Always,Yes,1,-2,-2,1,1,1,2,0,-2,1,1,0,0,0,1,2,-2,0,1,1,-1,1,-1,1,1,1,-1,1,0,-2,1,0,-1
Male,0 - 10k,170 - 175,Yes,They complement each other,Rarely,No,At least once a month,Rarely,Yes,0,0,2,2,-2,0,1,0,-2,0,1,0,0,-2,2,0,-2,-2,0,0,-2,1,-1,2,0,1,0,-2,0,0,-2,2,0
Female,0 - 10k,155 - 160,Yes,They complement each other,Sometimes,No,At least once a week,Never,No,-2,0,1,2,-1,0,-1,0,-2,-2,0,2,-2,0,-1,0,1,-1,0,0,1,0,0,1,0,0,0,-1,-2,-2,-2,-2,2
Female,0 - 10k,160 - 165,Yes,They complement each other,Sometimes,"Yes, I have both",More than three times a week,Sometimes,Yes,-2,0,-1,1,-2,-2,0,1,0,-2,0,-2,0,-2,0,2,-2,0,2,0,1,1,0,0,1,0,-2,1,-2,-2,1,1,0
Male,80k - 120k,175 - 180,Yes,They are separate,Sometimes,"Yes, I have family",At least once a month,Sometimes,Yes,-2,-2,-2,1,2,0,-2,0,0,0,1,-1,-1,1,-2,0,1,0,0,-1,-1,-2,1,0,1,-2,0,0,-2,0,-2,-2,0
Male,200k above,160 - 165,Yes,They are separate,Always,"Yes, I have family",At least once a week,Always,Yes,0,-2,-2,1,-2,0,0,1,-1,0,0,-2,1,1,-2,0,0,0,2,2,-2,0,-1,0,1,1,0,1,2,-1,1,-1,-1
Male,0 - 10k,175 - 180,Yes,They complement each other,Sometimes,"Yes, I have both",More than three times a week,Rarely,No,-1,2,2,2,0,-1,-2,0,0,-2,-2,0,-2,-2,0,0,0,-1,1,-1,1,0,-2,0,1,-2,2,-2,-1,0,0,0,1
Female,10k - 15k,165 - 170,No,They complement each other,Never,"Yes, I have family",More than three times a week,Sometimes,Yes,1,0,-2,1,0,-2,1,1,0,0,0,0,1,1,-2,0,-1,0,1,1,0,0,-2,-2,1,0,1,0,-2,0,1,2,0
Female,150k - 200k,150 - 155,Yes,They conflict,Rarely,No,More than three times a week,Always,Yes,0,1,-2,1,1,0,1,0,-1,0,0,1,-2,1,-2,0,0,0,1,0,1,-2,-2,-2,2,0,-2,1,0,-2,2,1,0
Female,20k - 50k,165 - 170,Yes,They are separate,Never,"Yes, I have family",At least once a week,Sometimes,No,-2,-2,0,1,1,-1,-2,1,-2,1,-1,0,1,-2,2,0,0,0,1,-2,-1,-2,-2,-2,0,0,-2,0,-2,1,1,-2,0
Female,0 - 10k,160 - 165,Yes,They are separate,Sometimes,"Yes, I have both",Rarely,Always,Yes,0,-1,-2,-2,0,-1,-1,2,-1,-2,-1,-2,-1,-2,-2,0,-1,1,1,-2,1,0,-2,0,-2,0,2,0,0,1,0,0,2
Female,50k - 80k,165 - 170,Yes,They complement each other,Always,"Yes, I have family",More than three times a week,Sometimes,Yes,0,0,0,1,0,-1,0,0,0,0,1,0,-1,0,-2,-1,1,0,1,0,0,0,1,-2,0,-1,-1,-1,-1,0,0,0,0
Female,0 - 10k,165 - 170,Yes,They are separate,Always,"Yes, I have both",More than three times a week,Always,No,-1,0,1,1,-1,-1,0,-1,-1,-1,0,1,0,1,0,0,0,-1,1,0,1,0,-1,0,1,0,1,0,0,0,0,1,1
Male,150k - 200k,185 - 190,Yes,They complement each other,Rarely,"Yes, I have both",At least once a month,Never,Yes,2,0,0,2,2,1,1,0,-1,1,1,-2,1,-2,0,0,0,0,1,-2,0,1,-1,2,2,0,-1,0,0,-1,0,0,0
Male,0 - 10k,180 - 185,Yes,They complement each other,Sometimes,"Yes, I have both",No,Never,No,1,-2,-2,1,2,-2,0,-1,0,0,0,-2,0,-1,0,-1,-2,0,1,1,0,1,-2,0,1,1,1,-2,-2,-2,0,1,-1
Male,0 - 10k,170 - 175,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Never,No,0,-2,-2,0,-1,0,-2,0,-1,0,-2,-2,1,-1,1,-2,1,-2,0,0,-2,1,-2,0,-2,0,1,1,-1,0,0,1,1
Male,0 - 10k,170 - 175,Yes,They are separate,Rarely,"Yes, I have both",No,Always,Yes,0,0,0,0,0,0,0,0,0,-1,1,-1,0,1,0,-1,0,-1,0,-1,1,-1,0,-1,0,-1,2,0,1,1,0,0,0
Male,150k - 200k,170 - 175,Yes,They are separate,Never,"Yes, I have family",At least once a month,Rarely,No,-2,-2,-2,2,0,0,-1,-2,-1,0,1,0,1,0,0,1,-1,-2,2,1,-2,1,-1,1,0,1,-2,1,1,-1,0,-2,-1
Male,200k above,165 - 170,Yes,They complement each other,Rarely,"Yes, I have both",At least once a week,Sometimes,Yes,-2,-2,-1,-2,0,1,-2,0,-1,0,0,-1,0,1,0,-2,-1,1,2,-2,2,0,-2,0,0,-2,-2,0,0,2,0,-2,0
Male,200k above,165 - 170,Yes,They conflict,Sometimes,"Yes, I have both",No,Never,Yes,1,-2,-1,2,1,-2,-2,0,0,2,2,-1,0,-2,0,0,0,0,0,0,0,-2,0,1,2,1,-2,0,1,0,0,0,-2
Male,80k - 120k,165 - 170,Yes,They complement each other,Always,"Yes, I have family",At least once a week,Sometimes,No,-1,0,1,1,0,1,0,1,0,0,2,-2,1,1,2,0,1,-1,0,-1,0,0,-1,1,0,1,0,-1,-1,-1,-1,2,0
Male,120k - 150k,165 - 170,Yes,They complement each other,Sometimes,No,At least once a month,Rarely,No,-1,-1,-2,1,0,0,0,2,0,-2,0,1,1,0,1,1,0,0,1,0,-2,0,-2,0,1,0,-2,-2,1,0,0,1,-2
Female,0 - 10k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Sometimes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Male,0 - 10k,175 - 180,Yes,They are separate,Never,No,At least once a week,Never,Yes,-1,-2,-1,2,0,0,-2,-2,-1,-2,1,-2,-2,2,-1,1,-2,1,1,1,0,1,-1,-1,0,2,-2,0,1,-1,1,0,-2
Male,0 - 10k,190 above,Yes,They conflict,Sometimes,"Yes, I have both",At least once a month,Never,Yes,0,0,-2,0,1,-1,0,2,-2,0,0,0,0,-1,1,-2,-2,1,0,0,0,0,-2,0,0,-2,-1,1,0,-2,1,0,-1
Female,120k - 150k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have family",Rarely,Never,Yes,-2,1,1,0,2,0,0,1,0,0,0,1,-1,1,-2,0,0,1,0,-2,1,0,0,-2,1,0,0,0,0,1,1,-1,0
Male,15k - 20k,160 - 165,Yes,They complement each other,Rarely,No,More than three times a week,Sometimes,Yes,0,-1,-2,1,0,1,1,-2,-1,0,1,-2,-1,1,-2,0,-2,-2,0,0,-2,0,-2,0,1,-2,0,0,2,-1,0,0,0
