gender,income,whatIsYourHeightExpressItAsANumberInMetresM,doYouFeelASenseOfPurposeAndMeaningInYourLife104,howDoYouReconcileSpiritualBeliefsWithScientificOrRationalThinki,howOftenDoYouFeelSociallyConnectedWithYourPeersAndFriends,doYouHaveASupportSystemOfFriendsAndFamilyToTurnToWhenNeeded,howOftenDoYouParticipateInSocialActivitiesIncludingClubsSportsV,doYouFeelComfortableEngagingInConversationsWithPeopleFromDiffer,doYouFeelASenseOfPurposeAndMeaningInYourLife105,alwaysStressed,alwaysAccountableAndResponsibleForYourActions,alwaysCalm,myBodyIsHypermobileAndLovesToMove,alwaysHaveFun,alwaysSerious,alwaysDepressed,alwaysLoveAndCareForYourself,extremelyGoodAbilityToSense,alwaysHaveDigestiveProblems,iAmIntenselyInterestedInOtherPeople,iRarelyWakeUpFeelingRested,iFindMostThingsAmusing,iAmAlwaysCommittedAndInvolved,iDoNotThinkThatTheWorldIsAGoodPlace,iAmWellSatisfiedAboutEverythingInMyLife,iFindBeautyInSomeThings,iAlwaysHaveACheerfulEffectOnOthers,iFeelThatIAmNotEspeciallyInControlOfMyLife,iUsuallyHaveAGoodInfluenceOnEvents,iDontHaveFunWithOtherPeople,alwaysEngageInPreparingAndUsingYourSkillsAndTalentsInOrderToGai,alwaysMakingProgress,extremelyGoodCommunicator,iDontFeelParticularlyPleasedWithTheWayIAm,iFeelThatLifeIsVeryRewarding,iHaveVeryWarmFeelingsTowardsAlmostEveryone,iAmNotParticularlyOptimisticAboutTheFuture,lifeIsGood,iLaughALot,iDontThinkILookAttractive,happiness
Male,15k - 20k,165 - 170,Yes,They complement each other,Never,No,At least once a week,Sometimes,Yes,0,1,1,1,0,0,0,2,1,-2,0,-2,0,0,-2,1,2,1,-1,1,-2,1,0,1,-1,1,1,-2,2,1,0,5.57524
Female,200k above,155 - 160,Yes,They conflict,Never,"Yes, I have both",At least once a week,Sometimes,Yes,2,1,-2,0,1,0,0,1,2,0,0,-2,2,2,1,-2,-1,2,1,2,-1,2,1,2,0,-2,0,1,-2,1,-2,-5.48916
Female,15k - 20k,170 - 175,Yes,They are separate,Never,"Yes, I have family",At least once a month,Never,Yes,0,0,0,1,-2,0,0,-1,0,1,1,2,0,-1,1,0,2,-2,0,-2,-2,-1,-2,1,0,-1,-2,0,-2,0,-2,-8.28994
Female,200k above,175 - 180,Yes,They are separate,Sometimes,"Yes, I have both",More than three times a week,Sometimes,Yes,-1,1,-2,-1,-2,-1,-1,0,-2,-2,-1,-2,1,1,0,1,2,1,-1,2,-2,1,2,0,1,1,1,-1,1,1,-1,13.2236
Male,20k - 50k,165 - 170,Yes,They are separate,Sometimes,"Yes, I have both",At least once a week,Always,Yes,-2,1,-1,0,-2,-1,-2,1,1,1,-2,0,0,0,-2,-1,0,2,0,0,0,0,0,-2,0,-1,0,-2,0,0,-2,15.3078
Female,120k - 150k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Rarely,No,-2,1,-1,0,0,0,0,1,0,-1,0,-1,-2,-2,-2,1,0,1,0,1,0,1,0,1,0,0,-2,-2,0,1,-1,-1.97019
Male,20k - 50k,165 - 170,Yes,They are separate,Sometimes,"Yes, I have both",No,Never,No,-2,0,0,0,-2,0,-1,-2,0,-1,-1,-1,0,-1,0,-2,2,-2,1,-2,-2,-2,1,0,1,1,-1,0,1,0,-1,8.74634
Female,0 - 10k,165 - 170,Yes,They are separate,Sometimes,"Yes, I have family",More than three times a week,Rarely,Yes,-2,0,-2,-1,0,-2,0,-2,-2,-2,0,1,1,1,0,-1,1,0,0,-2,-1,-1,0,0,1,1,0,1,0,1,1,-18.9383
Female,200k above,155 - 160,No,They complement each other,Rarely,"Yes, I have both",No,Never,Yes,-2,1,0,0,1,2,1,1,0,-2,-1,1,0,-2,-1,-2,1,0,0,0,1,0,1,1,1,0,1,2,0,0,-2,-3.2667
Female,50k - 80k,165 - 170,Yes,They complement each other,Sometimes,No,At least once a month,Always,Yes,-1,1,1,1,-2,-2,-1,2,1,0,-1,1,0,0,-2,0,1,1,-2,1,-2,1,-2,1,-2,1,-1,0,0,1,-2,15.6121
Female,0 - 10k,155 - 160,Yes,They conflict,Rarely,"Yes, I have both",More than three times a week,Never,No,1,0,-2,-2,-2,0,1,1,0,0,0,0,0,1,0,1,1,0,0,-2,-2,-2,1,0,1,-1,0,0,0,0,-2,-26.3814
Male,200k above,165 - 170,Yes,They are separate,Rarely,"Yes, I have both",At least once a week,Sometimes,Yes,-1,2,2,1,1,-1,-1,1,1,-2,1,-2,0,0,-2,1,2,1,-1,2,-1,1,2,0,0,1,1,-1,2,1,-1,18.3059
Male,200k above,155 - 160,Yes,They complement each other,Rarely,"Yes, I have family",At least once a month,Rarely,Yes,0,0,-1,1,-2,1,0,-2,-2,2,0,0,1,0,-2,0,0,1,1,0,1,1,1,1,0,0,-2,0,0,1,-2,7.35771
Male,200k above,175 - 180,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Rarely,Yes,-2,1,1,-2,2,0,-2,2,2,0,0,0,2,-2,0,-2,1,1,-1,1,0,2,1,0,-1,2,2,-1,2,2,-2,17.0616
Female,0 - 10k,165 - 170,Yes,They conflict,Sometimes,"Yes, I have both",Rarely,Never,Yes,0,2,-2,0,0,-1,1,0,1,1,0,1,1,1,0,0,1,-1,1,-2,-2,0,0,-2,2,0,2,2,-2,1,1,-10.2819
Male,150k - 200k,175 - 180,Yes,They complement each other,Rarely,"Yes, I have both",At least once a week,Rarely,Yes,-2,2,0,2,1,-2,-2,2,1,-1,2,0,1,1,-2,1,2,0,1,1,-2,2,1,1,-2,0,0,-2,1,1,1,-2.21167
Male,10k - 15k,175 - 180,Yes,They complement each other,Never,"Yes, I have both",At least once a month,Rarely,Yes,0,1,1,1,1,-1,1,2,2,-1,-2,-2,1,0,0,1,2,-2,-1,1,0,2,0,-2,-2,0,1,0,2,0,-1,-4.4622
Female,10k - 15k,155 - 160,Yes,They conflict,Rarely,No,More than three times a week,Always,Yes,0,1,1,0,0,-2,-1,2,1,-2,-2,-2,-1,0,-2,0,1,0,-2,0,-2,1,2,-1,1,1,-2,-2,2,-2,-2,-6.55672
Male,150k - 200k,175 - 180,Yes,They are separate,Never,"Yes, I have both",At least once a week,Rarely,Yes,-2,1,0,1,1,-2,-1,1,0,-2,0,-2,0,0,-2,2,2,0,-2,1,-2,0,1,0,0,2,0,-1,2,0,-1,8.23605
Female,120k - 150k,165 - 170,Yes,They conflict,Sometimes,"Yes, I have both",More than three times a week,Sometimes,Yes,1,1,-2,0,1,0,-2,2,1,-1,-2,-1,0,0,0,0,2,0,0,-2,-2,1,1,0,-2,1,0,-2,2,0,-1,2.47063
Female,15k - 20k,140 - 150,Yes,They complement each other,Never,"Yes, I have family",At least once a month,Sometimes,Yes,-2,1,-1,0,-2,0,-2,1,0,-2,1,-1,0,0,0,0,1,1,-2,0,-1,1,0,1,-1,0,0,-1,0,1,-1,2.58327
Male,0 - 10k,165 - 170,Yes,They complement each other,Rarely,"Yes, I have both",At least once a month,Sometimes,Yes,-2,1,2,-1,1,-2,-1,2,1,-1,0,-1,1,-2,-2,1,1,0,0,0,-2,2,1,-2,0,-2,-2,-2,1,-2,1,-17.013
Male,0 - 10k,165 - 170,Yes,They are separate,Never,"Yes, I have family",Rarely,Sometimes,Yes,1,1,-2,-2,1,-2,1,-2,0,0,1,1,-2,1,0,-2,0,1,1,0,2,-2,-2,1,2,0,1,0,0,0,1,-28.2638
Female,0 - 10k,150 - 155,Yes,They complement each other,Rarely,"Yes, I have both",No,Sometimes,No,1,0,-1,0,-1,0,0,-1,-1,0,-2,1,-2,1,-2,-2,0,0,0,-2,1,-2,-2,-2,1,-2,1,2,-1,0,1,-19.0386
Male,0 - 10k,190 above,No,They complement each other,Sometimes,"Yes, I have both",No,Always,Yes,-1,0,2,-2,0,-2,-1,0,0,-2,-2,-1,0,2,0,1,0,0,-2,-2,0,-2,0,0,-1,0,-2,-2,0,0,-2,-12.7681
Female,15k - 20k,155 - 160,Yes,They are separate,Rarely,"Yes, I have friends",At least once a week,Sometimes,Yes,-2,1,-2,0,0,-2,-2,0,1,0,-2,0,-2,0,0,0,0,0,1,0,2,1,1,0,0,-2,0,1,1,0,-2,7.35381
Female,120k - 150k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have family",Rarely,Never,Yes,1,0,2,0,0,1,0,0,0,1,-1,1,-2,0,0,1,0,-2,1,0,0,-2,1,0,0,0,0,1,1,-1,0,-8.55252
Male,120k - 150k,170 - 175,Yes,They conflict,Never,"Yes, I have both",More than three times a week,Always,Yes,-1,1,1,-2,1,2,-1,0,2,-1,1,-2,0,1,-2,-1,1,1,-1,0,-1,1,-2,0,-1,1,1,-1,1,-2,0,14.2186
Female,150k - 200k,150 - 155,Yes,They complement each other,Rarely,"Yes, I have family",At least once a month,Rarely,Yes,-2,-2,-2,1,0,0,-2,0,-2,0,0,-1,0,0,-2,1,2,1,-1,1,0,2,0,1,-2,2,-1,-2,1,2,-2,-6.09726
Female,120k - 150k,170 - 175,Yes,They are separate,Never,"Yes, I have both",At least once a week,Always,Yes,1,2,-2,1,1,-2,-2,1,2,0,-2,2,1,1,-1,0,-1,0,-1,0,-1,2,0,0,0,1,0,0,0,1,-2,-1.50596
Male,0 - 10k,180 - 185,Yes,They are separate,Sometimes,"Yes, I have family",No,Sometimes,Yes,-1,1,0,0,1,-1,-2,0,0,-1,-1,0,1,0,0,0,1,0,0,0,0,0,1,-1,0,1,-1,1,0,1,0,-0.191506
Male,10k - 15k,175 - 180,Yes,They complement each other,Sometimes,"Yes, I have family",Rarely,Sometimes,Yes,-1,1,0,-1,0,-1,-1,1,0,0,1,1,1,1,-1,0,1,0,-1,0,-1,1,1,0,-1,1,0,0,1,1,0,-0.960889
Other,20k - 50k,170 - 175,Yes,They are separate,Sometimes,"Yes, I have family",More than three times a week,Never,Yes,-2,1,0,0,0,1,-2,0,0,0,1,1,1,1,-1,0,0,2,-2,0,-2,0,1,1,-1,0,1,0,0,1,0,15.4521
Male,0 - 10k,160 - 165,Yes,They complement each other,Rarely,"Yes, I have both",More than three times a week,Never,Yes,1,0,-2,-2,-2,0,0,-1,0,1,-2,1,-2,-2,-1,0,1,0,0,-2,-2,-2,0,1,2,-2,0,-2,-2,1,0,-29.4368
Male,0 - 10k,140 - 150,Yes,They complement each other,Sometimes,"Yes, I have both",No,Sometimes,Yes,1,-2,0,0,-2,-2,-2,1,-2,-2,-1,2,-2,0,-1,0,-1,0,1,-2,0,1,1,0,1,-2,-2,2,-2,1,-2,-26.5616
Male,150k - 200k,175 - 180,Yes,They are separate,Sometimes,"Yes, I have both",No,Always,No,0,0,0,0,-2,-2,-2,-2,-2,-1,-1,-2,0,-2,1,-1,0,-2,-1,1,-1,0,1,0,1,0,-2,-1,0,0,-1,-3.46355
Male,0 - 10k,185 - 190,Yes,They complement each other,Never,"Yes, I have both",At least once a month,Rarely,Yes,0,2,2,1,1,0,-2,1,2,0,1,0,1,1,-2,2,2,1,-1,1,-1,1,2,2,-1,2,2,-1,1,-2,-2,-13.4623
Female,20k - 50k,165 - 170,Yes,They are separate,Never,"Yes, I have family",At least once a week,Sometimes,No,0,1,1,-1,-2,1,-2,1,-1,0,1,-2,2,0,0,0,1,-2,-1,-2,-2,-2,0,0,-2,0,-2,1,1,-2,0,-7.09715
Male,120k - 150k,170 - 175,Yes,They complement each other,Never,"Yes, I have both",More than three times a week,Never,Yes,-1,2,1,-2,2,-1,-2,1,2,-1,-2,-1,2,0,-1,1,1,1,-1,1,-1,1,1,1,-2,2,2,-1,1,2,-1,11.211
Female,10k - 15k,140 - 150,Yes,They conflict,Sometimes,"Yes, I have both",Rarely,Always,No,-2,-2,-1,-2,0,0,-1,0,1,0,-2,0,1,0,-1,0,0,-2,0,-1,0,-2,-2,-2,0,1,-2,0,0,1,1,-14.4121
Male,0 - 10k,170 - 175,Yes,They are separate,Rarely,"Yes, I have friends",At least once a month,Never,No,1,0,-2,0,0,1,1,-2,-2,-1,1,-1,1,1,0,-2,1,2,-1,-2,0,1,0,2,1,1,-2,0,1,0,-2,-20.5916
Male,15k - 20k,175 - 180,Yes,They complement each other,Rarely,"Yes, I have both",At least once a week,Sometimes,Yes,-1,0,0,0,0,0,0,2,1,-2,1,-2,1,0,0,1,1,2,-2,1,-2,1,0,1,-1,1,-2,1,1,1,-2,11.236
Male,15k - 20k,185 - 190,Yes,They are separate,Rarely,"Yes, I have both",More than three times a week,Never,Yes,-1,2,2,2,2,-2,-1,2,2,-2,1,1,1,1,1,0,1,1,-2,2,-1,1,1,2,0,1,0,-1,1,2,-1,27.7621
Female,15k - 20k,160 - 165,Yes,They complement each other,Rarely,"Yes, I have both",At least once a week,Rarely,Yes,1,1,0,-2,1,0,-1,-2,1,0,-1,2,0,1,-2,0,0,0,-2,0,-2,0,2,1,1,0,-2,0,1,0,1,-5.99059
Female,150k - 200k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Sometimes,Yes,0,-2,-2,1,-2,-2,0,0,-2,1,-1,-2,0,-2,1,0,1,-1,0,0,-2,0,0,0,0,-2,-2,1,0,2,0,-3.75579
Male,15k - 20k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have family",At least once a week,Always,No,-1,-2,1,-1,-1,0,-1,1,-1,-2,0,0,-1,0,-2,0,0,-1,-1,-1,-1,-2,0,1,-1,1,-1,1,-1,1,-1,-2.77787
Female,10k - 15k,175 - 180,Yes,They are separate,Always,"Yes, I have family",More than three times a week,Sometimes,No,1,1,1,-2,2,1,0,1,1,0,-1,1,0,-1,-2,1,2,0,-2,-2,1,0,-2,0,0,0,0,1,1,0,-1,-1.98957
Female,0 - 10k,150 - 155,Yes,They are separate,Always,"Yes, I have friends",At least once a week,Always,Yes,-2,1,1,1,2,0,-2,1,1,0,0,0,1,2,-2,0,1,1,-1,1,-1,1,1,1,-1,1,0,-2,1,0,-1,-5.7324
Other,0 - 10k,175 - 180,Yes,They complement each other,Always,"Yes, I have both",Rarely,Never,Yes,2,0,0,1,-2,0,2,-2,0,-2,1,0,-1,1,-2,-2,1,0,-1,-2,0,-2,0,0,0,0,1,-1,-2,0,-2,-20.4785
Female,20k - 50k,165 - 170,Yes,They complement each other,Sometimes,No,No,Never,Yes,-2,2,2,0,1,0,0,1,-2,0,-2,0,-2,1,-2,0,1,-2,-2,0,-2,0,1,-2,0,1,1,-2,1,0,0,18.0714
Female,10k - 15k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have family",More than three times a week,Never,Yes,-2,1,0,0,0,-2,0,0,1,-1,1,0,1,1,1,0,2,1,0,0,-1,-2,0,2,0,1,1,2,0,2,-2,-5.3854
Male,200k above,160 - 165,Yes,They are separate,Always,"Yes, I have family",At least once a week,Always,Yes,-2,1,-2,0,0,1,-1,0,0,-2,1,1,-2,0,0,0,2,2,-2,0,-1,0,1,1,0,1,2,-1,1,-1,-1,10.8522
Male,200k above,185 - 190,Yes,They complement each other,Never,"Yes, I have both",At least once a month,Never,Yes,1,1,0,1,-2,-2,-2,-2,0,1,-1,1,-2,0,2,-2,0,-2,0,1,0,-2,-2,-2,-2,0,-1,0,-2,1,0,3.93581
Male,0 - 10k,180 - 185,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Rarely,Yes,0,-2,-1,-2,0,-2,0,0,0,0,-2,2,0,-2,-1,1,1,0,-2,-2,-1,0,0,-1,0,0,-1,-1,0,1,-2,-12.3167
Female,150k - 200k,155 - 160,Yes,They are separate,Rarely,"Yes, I have both",At least once a week,Sometimes,Yes,-1,2,1,-2,0,1,-1,2,-2,-1,0,-1,0,0,-1,1,0,0,-1,-2,-2,1,0,1,0,0,0,-2,1,0,0,6.29495
Male,0 - 10k,185 - 190,Yes,They conflict,Sometimes,No,At least once a week,Always,Yes,2,1,-1,2,1,0,-2,-1,-1,2,0,2,2,1,1,-1,2,-1,2,1,-1,1,2,0,1,1,1,1,0,0,1,-21.6516
Male,120k - 150k,170 - 175,Yes,They complement each other,Never,No,At least once a week,Always,Yes,0,2,2,2,1,-2,-1,0,2,-1,1,-2,-2,0,-2,-2,1,0,0,2,-1,2,1,1,1,0,2,-1,0,0,-1,10.6599
Male,20k - 50k,180 - 185,Yes,They are separate,Sometimes,"Yes, I have family",No,Always,Yes,-1,0,1,0,0,-2,-1,0,2,-1,0,-1,-2,0,0,1,2,0,-1,0,-1,0,0,1,-1,1,1,-1,1,0,-1,17.8768
Male,150k - 200k,165 - 170,Yes,They conflict,Sometimes,"Yes, I have both",At least once a month,Never,No,-2,1,2,-2,0,0,1,-2,2,-2,0,2,0,1,1,-1,2,2,1,1,-2,-2,0,2,0,-1,1,2,-2,0,0,4.30881
Male,0 - 10k,170 - 175,Yes,They are separate,Sometimes,"Yes, I have family",More than three times a week,Sometimes,Yes,1,0,-1,-2,0,-2,1,0,-2,0,-2,1,-2,-2,-2,-2,0,1,1,-2,-1,-2,0,0,1,-2,-2,0,0,0,1,-24.9427
Male,50k - 80k,150 - 155,Yes,They conflict,Always,"Yes, I have both",More than three times a week,Rarely,Yes,-1,0,2,-1,2,-1,-1,0,0,-2,-2,0,0,0,-1,1,1,-2,-1,-1,-2,1,1,0,-1,2,0,1,2,0,0,38.3547
Male,200k above,175 - 180,Yes,They complement each other,Sometimes,"Yes, I have family",At least once a month,Always,Yes,2,1,-2,0,-1,-2,0,-1,1,0,1,-2,-2,2,2,-2,0,-1,0,-2,-1,-2,0,1,2,1,-1,-2,-2,0,1,2.57668
Male,15k - 20k,165 - 170,Yes,They complement each other,Rarely,"Yes, I have both",At least once a month,Rarely,Yes,1,0,1,2,-2,0,0,0,1,-2,0,2,0,-2,0,-2,-1,-2,1,-2,2,-2,0,1,0,-1,1,0,-2,-2,-2,-7.46102
Male,150k - 200k,170 - 175,Yes,They complement each other,Sometimes,No,At least once a month,Never,Yes,0,0,0,-2,0,1,0,2,-2,-2,0,0,-2,2,0,0,1,0,-2,1,-1,2,1,-1,0,0,0,-2,-2,2,1,1.7493
Female,15k - 20k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Sometimes,Yes,-2,-2,0,0,0,-1,-1,1,1,-2,-2,0,2,-1,-2,0,1,0,-1,0,-2,0,-2,1,0,0,-2,1,0,1,0,2.24884
Male,0 - 10k,175 - 180,Yes,They conflict,Always,"Yes, I have both",At least once a month,Sometimes,Yes,0,1,1,-1,1,0,-2,1,2,0,0,2,1,0,-1,1,1,1,0,1,-2,0,0,1,0,0,0,1,2,1,0,-4.30793
Female,120k - 150k,160 - 165,Yes,They conflict,Sometimes,No,More than three times a week,Always,No,0,2,-2,1,-2,0,-1,0,0,0,0,-2,0,2,0,-2,1,1,0,1,-1,2,0,1,0,0,0,0,0,1,0,-4.75039
Male,10k - 15k,155 - 160,Yes,They conflict,Rarely,No,At least once a week,Always,Yes,0,1,-2,1,1,-2,-1,0,1,0,1,0,1,2,0,1,1,1,0,2,-1,1,0,1,2,0,2,-1,1,1,0,-10.6256
Male,0 - 10k,165 - 170,Yes,They complement each other,Rarely,"Yes, I have both",No,Never,Yes,1,1,0,0,-2,0,2,1,0,0,-2,1,0,1,0,-2,1,1,0,0,-1,1,0,0,1,0,0,1,0,1,0,-31.0033
Female,0 - 10k,165 - 170,Yes,They complement each other,Never,"Yes, I have both",At least once a week,Sometimes,No,2,0,1,0,0,1,0,1,-2,-2,-2,-2,0,-2,0,-2,0,-2,0,0,0,0,0,1,1,-1,0,1,0,-2,0,-16.6453
Female,150k - 200k,160 - 165,Yes,They complement each other,Never,"Yes, I have both",More than three times a week,Always,Yes,2,2,-2,1,0,0,-2,0,0,2,0,1,-2,2,-2,1,2,1,-1,0,-1,2,1,0,-2,0,2,-2,1,0,-2,-3.24668
Male,120k - 150k,170 - 175,Yes,They complement each other,Always,"Yes, I have both",At least once a week,Always,Yes,1,2,-2,-2,-2,0,-1,-2,-2,-2,-1,-1,1,0,-1,-2,2,0,1,-2,-1,1,1,0,2,-1,-2,1,0,1,1,0.695749
Male,200k above,170 - 175,Yes,They are separate,Rarely,"Yes, I have both",No,Never,No,0,0,1,0,-2,-1,0,1,1,0,-2,1,0,-1,-2,0,0,0,2,1,-2,-2,-2,1,1,-2,-1,2,0,1,0,3.34571
Female,150k - 200k,160 - 165,Yes,They complement each other,Never,"Yes, I have both",At least once a month,Sometimes,Yes,1,1,-2,0,0,1,0,0,0,0,0,1,0,-2,1,-1,0,0,2,0,-2,0,0,0,0,-1,-2,-2,-2,0,2,0.297758
Male,0 - 10k,155 - 160,Yes,They are separate,Sometimes,"Yes, I have family",More than three times a week,Rarely,Yes,1,0,0,1,1,2,0,0,0,-1,1,0,1,2,-1,-2,1,1,0,1,-2,1,1,0,2,0,2,-2,2,0,0,-16.563
Male,0 - 10k,170 - 175,Yes,They complement each other,Sometimes,"Yes, I have both",More than three times a week,Never,Yes,-2,1,1,-1,-2,-2,-1,1,1,-2,0,1,-1,1,0,1,1,0,-2,0,-1,0,1,-2,0,0,-2,1,1,0,-2,1.80823
Male,10k - 15k,165 - 170,Yes,They complement each other,Sometimes,"Yes, I have friends",At least once a week,Sometimes,Yes,-1,1,1,0,0,-1,-2,0,1,-2,1,-1,0,1,-2,0,1,0,-1,1,-1,1,1,0,-1,1,1,-1,1,0,-1,-2.79793
Female,20k - 50k,155 - 160,Yes,They complement each other,Sometimes,"Yes, I have both",At least once a month,Sometimes,Yes,-1,0,2,1,1,-1,-2,1,1,-2,0,-1,1,0,-2,1,2,1,-1,1,0,1,0,0,-1,2,1,-1,1,1,0,5.17988
Other,120k - 150k,175 - 180,Yes,They complement each other,Sometimes,No,At least once a week,Always,Yes,0,1,2,1,2,0,-1,2,0,-1,-2,-1,1,1,-1,0,1,0,-2,2,-1,2,1,0,-1,2,1,-1,2,0,-1,4.97011
Female,10k - 15k,140 - 150,Yes,They are separate,Rarely,"Yes, I have friends",No,Always,Yes,0,-1,1,-2,1,0,-1,0,-1,2,0,0,0,0,1,0,1,0,-2,1,0,0,0,0,1,1,0,0,1,0,0,-7.17979
Male,50k - 80k,175 - 180,Yes,They are separate,Sometimes,"Yes, I have family",Rarely,Rarely,No,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9.69569
Male,20k - 50k,160 - 165,Yes,They complement each other,Always,"Yes, I have family",More than three times a week,Always,Yes,0,1,1,1,1,-2,-2,1,2,0,0,-2,1,1,0,2,2,1,-1,1,-1,1,0,1,-2,0,1,-2,2,2,-1,3.99318
Male,15k - 20k,175 - 180,Yes,They complement each other,Never,"Yes, I have both",Rarely,Always,Yes,1,2,1,1,1,-2,1,1,2,1,0,0,1,0,1,-2,1,-2,1,0,0,0,2,-2,2,1,2,1,1,-2,-2,-0.14196
Female,0 - 10k,150 - 155,Yes,They complement each other,Rarely,"Yes, I have family",At least once a month,Sometimes,Yes,-2,1,0,-1,0,0,-2,0,1,-2,0,0,0,-2,1,-1,0,-2,0,-2,1,0,1,-2,2,-2,-2,1,0,0,1,-43.9638
Male,0 - 10k,165 - 170,Yes,They are separate,Rarely,"Yes, I have both",No,Rarely,Yes,0,0,0,0,-1,-1,-2,0,0,-1,1,-2,-2,2,0,0,0,1,1,1,-2,1,1,0,0,0,1,-1,0,-2,0,-21.6309
Female,0 - 10k,160 - 165,Yes,They are separate,Rarely,"Yes, I have both",Rarely,Sometimes,Yes,-2,1,-2,-2,-1,-1,-1,1,0,-1,0,-1,0,1,1,-1,1,-2,-1,1,-1,1,0,2,1,1,0,-2,0,1,0,-10.9745
Female,0 - 10k,160 - 165,Yes,They complement each other,Sometimes,"Yes, I have family",Rarely,Sometimes,Yes,0,1,0,-2,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-2,1,1,0,-2,1,-1,-2,-1,0,0,-1,0,-1,0,0,-1,-6.55485
Female,120k - 150k,165 - 170,Yes,They complement each other,Never,"Yes, I have family",At least once a month,Never,Yes,1,1,0,2,-2,0,0,0,2,-1,0,1,0,0,-1,0,2,0,1,1,1,2,0,0,0,0,1,0,0,-2,-2,-5.14217
Female,0 - 10k,160 - 165,Yes,They complement each other,Rarely,"Yes, I have both",More than three times a week,Never,Yes,0,1,-2,2,1,-2,-2,0,1,0,2,-1,-2,-2,-2,-1,1,0,-1,1,-2,0,1,-2,-2,2,1,0,1,0,1,-21.19
Male,120k - 150k,175 - 180,Yes,They conflict,Rarely,"Yes, I have family",No,Never,No,-1,1,2,0,2,-2,-1,1,1,-1,-2,-1,1,0,-2,0,1,1,-1,1,-1,2,2,1,-1,0,1,-1,0,2,0,4.39478
Male,10k - 15k,170 - 175,Yes,They are separate,Rarely,"Yes, I have family",At least once a month,Rarely,Yes,-1,1,-2,0,1,-2,-1,1,1,-1,-1,-1,1,1,-1,1,2,1,-1,1,-1,2,1,1,-1,2,0,-1,2,1,-2,5.17219
Female,200k above,170 - 175,Yes,They complement each other,Rarely,"Yes, I have family",No,Never,Yes,-2,1,2,1,1,-2,-1,2,2,-1,0,1,2,0,-1,1,1,2,0,0,-1,0,1,2,-1,1,1,-2,2,1,-1,23.6536
Male,20k - 50k,180 - 185,Yes,They complement each other,Sometimes,"Yes, I have family",Rarely,Always,No,1,1,0,0,0,0,2,-2,1,0,2,1,0,0,2,-1,1,1,1,0,2,-2,-2,0,2,-2,-2,2,0,0,-2,11.5348
Female,150k - 200k,165 - 170,Yes,They complement each other,Never,No,At least once a week,Never,Yes,-1,2,0,-2,2,0,-1,2,0,-1,-1,-1,0,2,-1,2,2,1,-1,1,-2,2,2,-1,0,1,2,-1,1,0,-2,0.792887
Female,150k - 200k,170 - 175,Yes,They are separate,Never,"Yes, I have both",At least once a week,Always,Yes,2,1,0,0,-2,1,2,-2,2,0,0,0,0,1,1,-2,0,0,0,0,0,-2,2,2,0,1,2,0,0,-2,-1,-10.0747
Female,150k - 200k,170 - 175,Yes,They conflict,Sometimes,"Yes, I have both",Rarely,Rarely,Yes,0,1,0,-1,-1,0,0,0,0,0,0,0,-2,0,1,-2,0,0,2,-2,0,0,-2,1,0,-2,-2,2,-2,0,2,0.495012
Male,200k above,175 - 180,Yes,They are separate,Rarely,"Yes, I have both",At least once a week,Rarely,Yes,-1,2,2,-2,1,-2,-1,0,1,-2,-2,-2,0,2,-2,2,1,0,-1,1,-2,1,1,-2,-2,1,2,-1,2,0,1,16.6027
Female,120k - 150k,140 - 150,Yes,They are separate,Rarely,"Yes, I have family",At least once a month,Always,Yes,-2,1,0,2,0,0,-1,-2,1,-1,1,-2,2,0,-2,0,1,2,-1,2,-2,1,0,2,0,1,1,-1,1,1,-2,4.06675
Female,0 - 10k,155 - 160,Yes,They complement each other,Rarely,"Yes, I have both",At least once a month,Sometimes,Yes,-2,1,1,0,1,1,-2,0,1,0,0,-2,-2,-2,0,0,1,-2,-1,-2,-2,-2,1,0,0,1,2,-2,1,0,2,-3.24632
Female,50k - 80k,165 - 170,Yes,They complement each other,Always,"Yes, I have family",More than three times a week,Sometimes,Yes,0,1,0,-1,0,0,0,0,1,0,-1,0,-2,-1,1,0,1,0,0,0,1,-2,0,-1,-1,-1,-1,0,0,0,0,13.1057
Male,150k - 200k,155 - 160,Yes,They conflict,Rarely,"Yes, I have both",No,Sometimes,Yes,-2,1,-1,0,0,0,0,0,0,-2,-2,1,-2,1,0,-1,1,0,0,-2,0,-2,0,0,1,0,0,1,-2,-2,0,-13.0338
Male,0 - 10k,170 - 175,No,They conflict,Rarely,"Yes, I have both",At least once a month,Rarely,Yes,1,1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,0,-1,1,-1,-1,1,0,-1,-1,-10.874
